Date,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,M&M.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS,^NSEI
2024-04-23,1323.843505859375,721.7894287109375,2153.092529296875,1072.6676025390625,1329.23388671875,374.0278015136719,2010.177978515625,1441.936279296875,1452.9932861328125,3565.57421875,22368.0
2024-04-24,1317.9755859375,723.7523193359375,2150.7138671875,1079.062744140625,1318.498046875,373.766357421875,2006.1331787109375,1432.8953857421875,1454.06982421875,3525.406982421875,22402.400390625
2024-04-25,1320.243896484375,723.2975463867188,2122.739013671875,1095.78857421875,1325.59375,381.3044128417969,2043.5574951171875,1442.5784912109375,1487.736328125,3544.869384765625,22570.349609375
2024-04-26,1307.718994140625,722.8427124023438,2114.93603515625,1090.032958984375,1318.0372314453125,383.4394836425781,1992.927734375,1435.2420654296875,1474.426513671875,3516.48095703125,22419.94921875
2024-04-29,1314.080078125,732.2744750976562,2118.21875,1141.4403076171875,1322.18408203125,381.870849609375,2009.6419677734375,1447.5684814453125,1489.1553955078125,3561.43310546875,22643.400390625
2024-04-30,1304.070068359375,727.7739868164062,2122.35791015625,1131.8475341796875,1309.0982666015625,379.6486511230469,2101.545166015625,1449.5198974609375,1470.0711669921875,3515.836669921875,22604.849609375
2024-05-02,1286.0716552734375,733.591064453125,2118.408935546875,1121.0740966796875,1303.476806640625,382.5680236816406,2129.613037109375,1449.0753173828125,1486.6109619140625,3555.083740234375,22648.19921875
2024-05-03,1259.7890625,727.5346069335938,2109.607421875,1123.6322021484375,1305.1817626953125,380.3458251953125,2137.263671875,1416.9130859375,1478.92822265625,3536.771484375,22475.849609375
2024-05-06,1265.706298828125,728.994873046875,2146.85986328125,1127.813720703125,1314.0284423828125,378.8643493652344,2168.401611328125,1402.610595703125,1496.54443359375,3608.226806640625,22442.69921875
2024-05-07,1268.41845703125,721.09521484375,2264.08935546875,1113.6458740234375,1327.897705078125,383.7444763183594,2135.8017578125,1384.775634765625,1483.03857421875,3661.507080078125,22302.5
2024-05-08,1270.8345947265625,709.8441772460938,2227.59814453125,1104.889404296875,1315.3187255859375,384.3109436035156,2126.932861328125,1401.6470947265625,1489.30224609375,3659.666748046875,22302.5
2024-05-09,1257.8658447265625,693.0155029296875,2212.9443359375,1097.7071533203125,1326.607421875,370.454833984375,2156.316650390625,1377.51318359375,1462.7801513671875,3644.252685546875,21957.5
2024-05-10,1283.2115478515625,697.820068359375,2248.056396484375,1099.035400390625,1313.10693359375,377.644287109375,2137.312255859375,1390.65478515625,1474.426513671875,3583.242919921875,22055.19921875
2024-05-13,1268.22119140625,706.2400512695312,2246.24853515625,1109.808837890625,1311.7706298828125,376.337158203125,2128.736328125,1385.986083984375,1492.531982421875,3632.842529296875,22104.05078125
2024-05-14,1266.593994140625,709.0062866210938,2235.733642578125,1102.47900390625,1312.922607421875,374.4635314941406,2212.209228515625,1403.1539306640625,1512.301025390625,3589.960205078125,22217.849609375
2024-05-15,1291.8409423828125,698.1111450195312,2210.7080078125,1106.2176513671875,1308.545166015625,372.8077697753906,2243.785888671875,1399.3994140625,1494.83154296875,3570.819580078125,22200.55078125
2024-05-16,1326.5557861328125,708.6665649414062,2229.59619140625,1112.8095703125,1339.32470703125,375.9885559082031,2311.470458984375,1408.3660888671875,1503.5419921875,3615.820556640625,22403.849609375
2024-05-17,1325.9146728515625,710.5350341796875,2207.9013671875,1112.2684326171875,1330.9849853515625,380.2151184082031,2450.690185546875,1418.5927734375,1498.74658203125,3553.85693359375,22466.099609375
2024-05-21,1325.766845703125,707.9629516601562,2198.718994140625,1102.8724365234375,1321.631103515625,378.9079284667969,2458.535400390625,1419.0126953125,1508.0928955078125,3540.97314453125,22529.05078125
2024-05-22,1329.3170166015625,708.1570434570312,2252.195068359375,1093.1812744140625,1340.6611328125,383.3523254394531,2456.97607421875,1443.2454833984375,1506.4779052734375,3551.910888671875,22597.80078125
2024-05-23,1355.1065673828125,724.3662109375,2267.03955078125,1116.2039794921875,1356.8802490234375,384.6159362792969,2542.8857421875,1468.343017578125,1463.2203369140625,3608.868896484375,22967.650390625
2024-05-24,1369.357421875,736.3046875,2254.2412109375,1113.6949462890625,1350.1529541015625,380.1279602050781,2514.184326171875,1462.6119384765625,1454.9996337890625,3568.131591796875,22957.099609375
2024-05-27,1365.2645263671875,741.4004516601562,2268.9423828125,1111.579833984375,1355.9124755859375,376.0321044921875,2484.313232421875,1448.77880859375,1434.7899169921875,3565.86083984375,22932.44921875
2024-05-28,1352.14794921875,742.75927734375,2279.837646484375,1108.775634765625,1351.9500732421875,373.853515625,2487.919189453125,1438.8486328125,1433.6644287109375,3559.233154296875,22888.150390625
2024-05-29,1358.114501953125,731.9855346679688,2258.380126953125,1084.2281494140625,1337.1131591796875,375.5528259277344,2469.255859375,1423.607421875,1447.4146728515625,3525.6328125,22704.69921875
2024-05-30,1358.1639404296875,735.1642456054688,2237.446533203125,1095.7393798828125,1315.4566650390625,369.3654479980469,2430.12646484375,1407.8720703125,1427.9881591796875,3463.0205078125,22488.650390625
2024-05-31,1353.8245849609375,743.268798828125,2216.1796875,1102.970947265625,1322.4598388671875,371.6312561035156,2442.55224609375,1413.35595703125,1428.6732177734375,3402.6318359375,22530.69921875
2024-06-03,1371.92138671875,762.9965209960938,2241.728271484375,1141.292724609375,1321.519775390625,375.02996826171875,2567.055419921875,1492.32861328125,1422.067138671875,3432.20068359375,23263.900390625
2024-06-04,1281.7816162109375,719.780029296875,2375.32470703125,1054.1707763671875,1310.005126953125,368.4967956542969,2507.50830078125,1380.625732421875,1399.36181640625,3443.46240234375,21884.5
2024-06-05,1325.81591796875,753.0962524414062,2476.61572265625,1090.7708740234375,1344.2672119140625,381.8983459472656,2671.287353515625,1403.821044921875,1455.586669921875,3472.61376953125,22620.349609375
2024-06-06,1351.7041015625,756.9301147460938,2426.04150390625,1092.4925537109375,1383.8875732421875,386.4246520996094,2631.23193359375,1414.5416259765625,1441.298095703125,3550.427490234375,22821.400390625
2024-06-07,1405.6007080078125,763.5545654296875,2452.874755859375,1103.6103515625,1441.5552978515625,389.75286865234375,2784.826416015625,1452.4345703125,1474.7198486328125,3609.332275390625,23290.150390625
2024-06-10,1406.3897705078125,757.7066650390625,2441.0283203125,1105.676513671875,1409.7369384765625,387.75592041015625,2736.194580078125,1453.867431640625,1480.836669921875,3576.659423828125,23259.19921875
2024-06-11,1407.5731201171875,759.4052734375,2432.464111328125,1100.166748046875,1405.9771728515625,384.29461669921875,2763.483154296875,1439.3179931640625,1467.771240234375,3570.541748046875,23264.849609375
2024-06-12,1418.5694580078125,763.9428100585938,2406.154541015625,1101.4951171875,1396.060302734375,383.67333984375,2716.702880859375,1445.8885498046875,1474.7198486328125,3551.58642578125,23322.94921875
2024-06-13,1406.09375,767.1458740234375,2366.85546875,1089.4918212890625,1404.28515625,381.8983459472656,2788.968505859375,1447.790771484375,1478.5858154296875,3594.6875,23398.900390625
2024-06-14,1407.7210693359375,774.9834594726562,2382.56494140625,1087.8192138671875,1399.5382080078125,382.6527099609375,2854.168212890625,1459.9442138671875,1483.6749267578125,3551.95703125,23465.599609375
2024-06-18,1408.6578369140625,780.2733764648438,2388.81005859375,1104.7418212890625,1408.280029296875,380.5226745605469,2886.62158203125,1463.3778076171875,1488.5191650390625,3536.245849609375,23557.900390625
2024-06-19,1373.1541748046875,804.5628662109375,2360.706298828125,1125.993408203125,1420.640869140625,375.996337890625,2859.28466796875,1441.26953125,1471.9307861328125,3523.824951171875,23516.0
2024-06-20,1362.108642578125,810.143798828125,2384.918701171875,1138.1444091796875,1424.44775390625,375.68572998046875,2798.226806640625,1456.139892578125,1439.6343994140625,3510.431396484375,23567.0
2024-06-21,1396.527587890625,808.396728515625,2345.621826171875,1139.964599609375,1440.709228515625,372.40191650390625,2767.77099609375,1436.8724365234375,1435.9642333984375,3532.213623046875,23501.099609375
2024-06-24,1400.225830078125,811.6240234375,2346.486572265625,1151.2298583984375,1435.4925537109375,375.68572998046875,2841.693359375,1424.298828125,1462.6334228515625,3537.82177734375,23537.849609375
2024-06-25,1395.4427490234375,830.5266723632812,2336.878662109375,1178.6307373046875,1449.4041748046875,375.68572998046875,2835.455810546875,1436.822998046875,1473.1051025390625,3557.888916015625,23721.30078125
2024-06-26,1439.3785400390625,825.7463989257812,2349.75341796875,1198.357421875,1448.2291259765625,376.2625732421875,2779.027587890625,1495.9844970703125,1488.715087890625,3574.017333984375,23868.80078125
